date,electricity_kwh,diesel_liter,natural_gas_m3,cement_ton,steel_ton,plastic_kg,production_units,operating_hours,capacity_utilization,co2_emission
2024-12-12,16556,135,578,17.58,7.27,513.41,5180,10,50.6,45183.51
2024-12-13,8340,223,582,9.05,14.6,378.85,3522,8,74.8,43829.83
2024-12-14,17495,174,682,7.26,12.8,203.65,4556,8,84.1,46126.77
2024-12-15,16017,153,413,13.54,10.45,200.66,5924,15,42.4,45766.57
2024-12-16,16848,150,363,18.6,4.59,396.51,3889,18,61.2,40845.8
2024-12-17,11630,189,445,6.96,12.49,162.41,2976,15,56.5,39963.53
2024-12-18,8557,299,723,19.54,14.39,356.45,4667,19,85.3,53462.78
2024-12-19,15166,232,427,9.29,5.44,480.9,2398,18,70.7,33133.28
2024-12-20,10808,292,664,17.98,14.77,303.79,3970,22,85.9,54327.42
2024-12-21,10819,184,564,12.15,14.95,129.74,4988,8,78.4,48541.34
2024-12-22,11935,121,346,9.68,6.07,115.4,2942,21,53.2,30653.36
2024-12-23,16182,257,313,12.15,11.25,461.35,5637,17,48.1,46803.18
2024-12-24,8276,257,403,17.07,6.35,205.35,2056,21,40.5,35440.19
2024-12-25,15537,57,312,6.35,3.03,122.08,5363,16,78.0,24932.54
2024-12-26,19150,86,340,16.3,12.23,429.27,5198,8,90.8,54300.84
2024-12-27,18433,240,303,10.99,11.68,240.17,5331,21,41.5,47753.46
2024-12-28,9098,148,783,6.66,12.7,573.84,3313,20,97.3,39580.9
2024-12-29,13242,151,727,15.23,4.36,521.04,5451,23,68.7,35434.07
2024-12-30,14465,243,673,11.04,6.54,216.19,4342,10,88.2,35958.87
2024-12-31,17165,169,766,18.59,6.86,338.22,4368,8,78.4,45843.44
2025-01-01,8436,62,732,8.22,7.99,479.81,4078,8,83.2,31436.76
2025-01-02,14687,239,273,13.79,10.5,135.89,2159,9,54.5,44758.36
2025-01-03,14555,159,252,17.06,9.63,360.08,3228,18,86.5,46368.86
2025-01-04,13585,61,489,7.01,10.55,127.17,3739,8,59.1,37832.75
2025-01-05,13086,290,353,15.73,10.12,547.86,3111,9,68.0,45813.09
2025-01-06,10437,118,356,18.96,12.92,164.96,2136,18,92.0,50243.75
2025-01-07,13571,149,340,11.34,7.53,568.16,4738,12,47.0,37290.98
2025-01-08,16662,267,374,7.5,11.56,433.19,2928,15,85.7,43628.85
2025-01-09,13904,245,630,19.16,6.23,337.7,3746,19,100.0,42461.96
2025-01-10,9124,295,503,10.78,13.39,337.98,3519,9,78.1,43764.63
2025-01-11,16418,285,654,16.51,8.0,511.09,4078,9,52.7,45900.09
2025-01-12,12424,215,658,15.96,10.77,498.12,3878,20,42.2,46932.14
2025-01-13,11976,265,462,6.89,11.85,587.3,2939,12,80.9,40297.07
2025-01-14,9461,114,555,6.28,3.52,433.43,4096,13,86.9,22140.5
2025-01-15,14708,93,252,15.32,5.9,555.53,5841,13,82.6,38556.43
2025-01-16,12493,187,586,11.06,9.37,397.57,5607,20,67.8,39609.71
2025-01-17,16931,171,387,10.96,12.15,327.46,4831,22,53.2,47566.5
2025-01-18,19867,235,701,5.25,12.24,503.58,3697,12,55.9,46188.85
2025-01-19,12063,273,700,10.13,11.87,211.63,5896,21,74.2,42858.69
2025-01-20,8719,92,572,14.7,14.69,523.53,2456,23,93.9,49427.52
2025-01-21,19222,266,703,11.87,7.78,251.46,2194,20,53.7,43020.7
2025-01-22,18849,275,611,12.1,3.72,435.82,2515,17,99.4,35922.67
2025-01-23,8630,182,633,14.67,9.74,488.46,3552,18,83.5,40646.8
2025-01-24,19462,155,640,14.34,12.38,389.15,4314,20,88.7,53684.9
2025-01-25,19623,117,611,14.64,12.72,573.7,5173,15,83.5,55027.31
2025-01-26,17784,96,358,15.62,3.75,173.65,4052,11,77.9,36716.8
2025-01-27,10295,103,621,12.94,5.9,350.3,4324,21,44.6,33010.79
2025-01-28,19837,135,645,11.89,9.56,316.41,3757,10,49.9,46506.25
2025-01-29,9116,57,627,18.47,11.09,168.5,4378,20,71.6,45803.88
2025-01-30,12958,205,691,19.41,5.36,575.71,4607,15,82.7,40973.36
2025-01-31,18685,298,531,8.89,8.24,396.78,4358,13,77.3,40853.86
2025-02-01,17475,157,770,10.33,11.38,297.6,4895,9,98.0,46675.75
2025-02-02,16711,190,561,12.15,11.62,223.67,4880,18,80.0,47621.1
2025-02-03,11667,137,292,12.48,3.15,104.52,3636,19,95.6,27596.03
2025-02-04,12009,220,369,9.83,13.18,464.43,3626,13,65.7,44778.01
2025-02-05,19128,142,650,18.42,3.01,550.69,3461,15,99.4,40611.95
2025-02-06,14689,292,328,5.67,12.13,285.86,2979,11,85.3,41001.43
2025-02-07,15778,162,558,13.66,7.29,493.77,2115,20,73.8,41011.79
2025-02-08,11162,131,523,17.71,13.83,538.68,3427,11,41.7,52622.32
2025-02-09,11786,90,304,8.43,14.48,174.09,5063,20,53.5,44529.13
2025-02-10,15423,188,298,9.9,13.08,171.91,4246,22,94.2,46519.33
2025-02-11,14297,89,604,16.45,12.88,544.44,4801,11,52.3,52420.08
2025-02-12,14696,161,346,13.91,3.39,418.02,2474,11,57.7,32750.1
2025-02-13,10468,178,566,17.16,13.03,266.1,2993,20,86.3,49636.28
2025-02-14,11075,116,489,18.14,9.47,241.24,2278,20,42.3,44250.51
2025-02-15,16445,230,708,11.25,9.27,127.32,3673,15,53.6,42489.55
2025-02-16,11156,110,411,8.46,3.02,464.67,2843,13,83.9,24387.06
2025-02-17,18990,218,542,14.14,13.75,509.01,3135,18,56.3,55862.21
2025-02-18,15352,175,695,18.53,12.68,592.43,4551,13,63.6,55295.24
2025-02-19,10708,249,471,6.18,9.53,454.66,2442,9,86.8,34107.59
2025-02-20,16712,258,679,5.64,6.18,400.78,4483,22,82.9,32795.61
2025-02-21,19156,150,301,16.71,11.5,186.04,3104,16,66.9,52834.69
2025-02-22,15361,153,295,6.47,12.64,161.02,3401,14,91.0,42494.65
2025-02-23,11664,211,676,7.13,5.56,432.57,4292,10,47.1,28846.32
2025-02-24,16752,125,374,11.53,9.59,255.99,3497,22,70.4,43017.94
2025-02-25,9151,245,568,5.38,13.07,105.71,4873,8,98.2,37775.7
2025-02-26,12796,296,514,12.52,11.47,367.15,3191,10,65.8,44989.4
2025-02-27,9476,76,535,17.94,5.15,500.0,3506,10,63.8,35629.95
2025-02-28,12986,92,657,17.13,11.13,412.51,3537,15,89.0,48585.78
2025-03-01,12408,278,718,9.69,14.22,525.34,5062,10,77.7,47820.36
2025-03-02,12595,257,323,7.8,3.24,295.34,3924,18,64.7,25124.55
2025-03-03,10949,146,716,15.99,7.85,134.18,5130,8,57.1,39540.51
2025-03-04,11951,282,218,15.16,3.87,202.7,5750,11,98.9,31976.59
2025-03-05,11765,184,790,6.74,12.37,492.63,5548,15,99.4,41143.02
2025-03-06,13911,131,560,19.71,3.81,359.35,4064,9,98.2,38265.04
2025-03-07,17533,218,281,15.57,8.07,273.26,5275,14,55.9,44640.12
2025-03-08,14241,138,407,14.46,9.6,444.89,2153,18,75.7,44167.88
2025-03-09,9518,279,219,9.46,4.1,399.52,2595,10,78.9,25766.23
2025-03-10,10849,199,333,8.76,11.11,453.31,2559,13,58.8,39011.08
2025-03-11,12195,108,707,5.03,5.09,158.53,4008,17,76.7,25676.43
2025-03-12,12757,228,759,5.1,12.27,412.6,4461,16,43.0,40132.94
2025-03-13,19120,94,267,19.04,9.5,569.83,5721,11,83.5,52074.0
2025-03-14,10093,155,461,19.66,4.22,104.16,4101,9,45.6,35061.09
2025-03-15,15674,134,326,17.11,13.34,508.63,4426,16,66.3,54454.75
2025-03-16,10962,297,242,14.57,5.9,457.03,5751,14,52.0,35013.74
2025-03-17,16342,160,679,18.67,3.35,277.99,3389,12,44.6,38597.93
2025-03-18,12897,89,402,11.88,11.79,403.37,2330,23,44.9,44476.08
2025-03-19,17519,296,537,17.08,12.88,566.36,4636,15,52.0,56030.7
2025-03-20,9993,151,693,10.57,14.05,392.22,5928,14,56.1,45638.91
2025-03-21,19035,146,748,15.0,12.45,327.17,2444,17,54.9,54089.9
2025-03-22,13307,279,619,13.03,4.73,491.99,5601,9,70.0,34203.93
2025-03-23,18751,188,384,8.02,10.08,303.82,2874,13,41.7,42663.1
2025-03-24,11278,178,202,11.15,10.86,230.12,5109,12,49.6,40200.55
2025-03-25,8644,290,220,16.2,11.65,513.24,5666,10,88.4,45004.79
2025-03-26,8195,189,643,11.65,9.64,227.44,2060,22,44.6,36784.44
2025-03-27,11927,202,510,8.24,12.71,493.18,2621,17,62.4,42746.93
2025-03-28,10854,129,296,9.78,13.84,138.82,4156,10,60.9,43825.8
2025-03-29,10472,167,460,15.15,13.05,529.38,4461,16,40.8,48307.79
2025-03-30,18696,78,438,15.1,5.15,446.97,2494,23,47.1,40326.62
2025-03-31,13520,296,796,15.78,11.79,357.47,2661,13,45.0,49599.07
2025-04-01,16912,175,434,15.99,13.58,160.75,4030,19,74.9,54330.06
2025-04-02,17928,283,739,9.67,5.0,221.86,5198,10,60.1,35017.7
2025-04-03,11453,205,783,19.79,7.98,476.93,5552,10,80.7,44717.67
2025-04-04,14318,283,648,8.06,6.93,373.34,3920,9,41.3,34283.68
2025-04-05,8238,254,759,14.08,4.41,268.6,4687,15,81.5,30063.22
2025-04-06,13388,118,504,15.18,12.28,575.72,2192,8,76.7,49409.28
2025-04-07,14314,74,450,12.11,9.73,414.21,4463,17,55.2,42212.05
2025-04-08,11893,205,272,13.03,13.03,510.69,4383,16,69.1,47210.85
2025-04-09,19186,167,398,11.77,5.2,527.49,2428,22,68.0,38148.03
2025-04-10,11764,223,741,14.72,3.19,240.44,2193,23,42.5,31150.54
2025-04-11,10565,253,384,16.15,13.18,372.79,5120,20,67.0,49156.15
2025-04-12,14476,94,534,8.47,14.31,121.42,4370,10,44.2,46790.5
2025-04-13,16397,113,239,6.03,7.43,332.12,3907,18,79.4,33801.41
2025-04-14,18858,145,613,8.27,10.94,341.99,4395,22,88.3,44949.09
2025-04-15,14460,297,247,6.0,12.2,391.86,3892,23,85.1,41346.19
2025-04-16,10854,273,513,16.38,3.18,203.62,2043,20,63.2,31470.41
2025-04-17,11163,58,419,10.86,4.9,229.12,2990,10,66.0,29259.19
2025-04-18,16995,283,684,13.12,12.1,253.45,5516,20,82.8,50113.66
2025-04-19,10575,57,258,7.78,10.2,530.76,4781,19,83.5,35977.86
2025-04-20,11278,129,792,13.77,4.6,321.93,2790,9,97.5,32535.45
2025-04-21,8383,111,704,8.96,14.27,418.19,3152,21,56.2,43262.25
2025-04-22,12251,198,577,9.18,10.86,511.88,3609,14,86.6,40680.1
2025-04-23,9230,181,679,16.41,5.25,144.19,5940,11,62.1,33863.59
2025-04-24,16960,214,774,8.96,7.98,544.23,3614,12,77.8,39665.98
2025-04-25,9837,227,416,18.47,13.66,262.65,5996,14,99.8,51242.99
2025-04-26,14033,51,463,8.74,9.92,133.63,4735,18,99.9,38557.03
2025-04-27,16490,238,290,17.1,13.3,598.81,3698,22,42.4,55442.9
2025-04-28,14396,62,658,10.41,12.4,383.09,4046,19,79.3,45850.37
2025-04-29,10850,135,365,5.26,14.0,453.08,5427,23,48.0,40965.2
2025-04-30,11839,284,641,13.45,10.5,532.22,4185,10,74.9,43909.96
2025-05-01,17788,78,582,16.0,11.11,169.22,5736,11,74.2,50695.04
2025-05-02,19094,201,739,12.92,5.54,597.82,4827,9,79.0,40615.01
2025-05-03,13232,219,667,19.1,9.05,574.6,4236,9,61.7,47535.49
2025-05-04,14837,259,670,18.88,10.58,127.2,2570,22,98.5,50387.26
2025-05-05,10505,199,263,17.15,7.97,202.08,2405,13,74.8,39855.86
2025-05-06,18669,191,633,5.29,12.35,404.85,3066,22,90.3,44951.68
2025-05-07,9141,69,421,18.65,10.67,576.77,2012,20,75.1,45887.8
2025-05-08,17136,279,637,13.75,10.11,277.46,5221,11,41.9,47178.39
2025-05-09,15129,207,539,18.21,13.59,429.52,4566,23,91.8,55845.95
2025-05-10,9262,233,354,16.06,6.44,501.32,4978,10,41.8,36103.04
2025-05-11,9257,258,422,19.6,8.58,523.69,5805,21,60.1,43382.63
2025-05-12,13750,61,263,18.38,6.67,375.94,5169,9,65.0,41406.72
2025-05-13,10617,83,475,5.83,14.31,137.41,2782,12,71.8,41144.68
2025-05-14,15972,175,783,11.6,6.34,499.15,2109,23,58.0,38086.11
2025-05-15,8861,105,259,17.4,7.39,276.85,3036,23,98.5,37649.01
2025-05-16,19349,53,422,16.65,3.92,593.36,5447,14,45.9,40312.63
2025-05-17,15542,60,501,17.06,4.65,390.35,3447,23,48.6,38524.59
2025-05-18,15522,221,311,7.61,13.5,320.87,4782,22,63.7,45792.68
2025-05-19,18345,230,383,10.46,5.29,273.53,2529,10,99.5,35916.84
2025-05-20,16080,192,305,9.71,9.46,520.05,4896,23,93.4,41267.36
2025-05-21,19994,262,281,12.06,10.87,379.79,5109,10,79.5,48911.17
2025-05-22,8226,97,217,6.85,11.38,308.07,4271,21,94.2,34803.77
2025-05-23,19116,130,428,12.65,11.83,356.45,2269,22,64.2,50369.52
2025-05-24,14139,88,271,10.58,10.94,170.61,3445,15,51.1,41955.04
2025-05-25,17949,244,611,12.36,7.88,551.6,4655,20,74.6,43128.66
2025-05-26,10294,121,384,16.78,6.03,569.45,3791,18,60.2,36840.44
2025-05-27,17018,80,548,16.94,5.1,436.38,3960,22,53.1,40699.38
2025-05-28,19001,133,686,13.83,12.02,411.74,4985,9,43.2,52307.6
2025-05-29,10547,254,536,7.28,8.5,275.61,5344,15,69.2,32795.15
2025-05-30,14129,268,308,19.17,10.32,562.26,3134,18,75.4,50023.44
2025-05-31,17712,205,672,15.54,10.38,480.21,5582,8,82.2,50147.79
2025-06-01,14751,291,437,17.41,5.05,115.23,4708,23,60.4,38645.68
2025-06-02,19175,260,342,18.66,9.12,350.64,4518,23,42.1,51056.52
2025-06-03,12512,106,507,18.93,14.96,498.0,3866,9,52.9,56668.39
2025-06-04,11871,64,339,15.87,4.34,404.16,2071,18,50.4,33629.05
2025-06-05,17536,156,431,8.0,3.67,384.23,4910,8,52.6,30316.56
2025-06-06,18745,270,623,18.94,7.65,133.08,2492,23,65.9,48320.63
2025-06-07,13831,282,426,11.28,6.51,266.1,3473,22,42.5,35336.71
2025-06-08,17062,205,472,14.8,5.31,247.83,3573,14,76.0,38855.33
2025-06-09,15411,117,417,18.69,7.08,327.81,5641,23,72.6,44082.72
2025-06-10,9251,296,693,16.92,6.34,171.13,3719,18,91.0,36647.18
2025-06-11,9961,259,646,19.77,14.27,326.41,5563,18,45.5,54287.47
2025-06-12,19151,233,787,9.09,7.1,324.39,5582,9,51.4,39507.93
2025-06-13,19159,167,272,16.27,12.05,388.95,5906,15,89.0,53909.76
2025-06-14,18169,76,663,16.76,8.55,532.48,5627,17,83.0,48139.48
2025-06-15,10398,227,339,18.64,6.77,445.53,2128,13,51.4,39762.28
2025-06-16,12765,180,577,14.06,13.36,511.25,3492,21,69.1,49952.51
2025-06-17,10341,192,449,7.06,11.81,416.12,2983,16,63.4,38419.12
2025-06-18,18309,162,311,8.27,3.18,390.71,2660,19,92.4,30124.86
2025-06-19,17878,241,751,10.99,6.92,105.41,4550,18,88.1,39259.35
2025-06-20,10052,171,436,6.13,7.34,146.08,2869,20,53.6,28561.98
2025-06-21,18991,51,648,15.5,10.4,531.73,4155,19,92.4,50922.97
2025-06-22,18956,172,644,8.69,8.08,496.79,2614,22,86.9,40779.73
2025-06-23,9719,288,446,6.74,3.33,361.79,2277,15,99.4,22437.31
2025-06-24,10432,114,390,15.33,13.77,472.59,2021,13,93.8,49329.61
2025-06-25,14845,224,728,13.36,4.87,517.3,2495,21,94.8,36160.84
2025-06-26,14509,63,438,7.09,9.92,480.94,2268,8,56.5,38313.85
2025-06-27,9015,212,259,6.78,14.2,441.93,5288,9,42.0,41149.63
2025-06-28,19268,267,731,8.75,10.85,409.62,3411,8,95.7,46231.26
2025-06-29,17677,62,583,8.59,9.15,486.79,4798,19,81.6,41157.14
2025-06-30,10466,196,321,17.5,12.78,405.92,2144,14,55.3,49410.66
2025-07-01,13184,148,363,11.2,11.11,429.08,4927,22,63.7,42990.76
2025-07-02,11907,89,386,5.44,13.89,178.14,4905,19,71.1,41038.26
2025-07-03,13313,80,335,12.54,11.78,579.06,3580,9,93.2,45668.48
2025-07-04,11575,157,570,10.69,6.8,242.85,4845,17,58.9,33407.39
2025-07-05,13316,166,622,15.97,12.89,173.22,2452,21,72.4,50501.21
2025-07-06,9657,287,203,16.52,9.01,316.89,5854,15,72.8,40839.66
2025-07-07,12552,278,401,13.6,6.9,119.63,2834,17,40.4,36656.44
2025-07-08,15263,181,651,8.51,5.53,528.6,5575,13,66.4,33104.91
2025-07-09,9216,261,349,16.75,6.19,595.17,3538,16,76.2,36529.62
2025-07-10,16790,63,424,11.46,6.65,199.05,2713,10,93.2,37511.87
2025-07-11,10931,264,229,16.64,4.57,382.71,2494,16,87.8,34163.88
2025-07-12,11561,298,693,10.9,4.2,108.3,3357,10,76.1,29128.05
2025-07-13,15905,59,298,8.52,12.96,574.13,4950,14,55.9,46183.59
2025-07-14,10941,113,457,18.9,8.04,125.31,3354,23,74.4,41885.44
2025-07-15,9553,276,386,13.75,3.14,493.69,2430,22,42.4,28456.68
2025-07-16,8075,237,532,13.49,3.08,130.94,5994,18,74.0,26186.19
2025-07-17,9902,168,774,5.76,8.11,516.18,2016,22,53.5,31055.73
2025-07-18,12471,85,719,18.96,4.14,325.03,3884,22,92.2,37121.42
2025-07-19,17117,200,599,9.98,10.95,535.32,3404,12,83.7,45672.71
2025-07-20,11982,277,630,12.95,4.94,386.0,2063,12,85.6,33166.84
2025-07-21,16476,197,480,9.02,7.33,304.23,2783,9,43.4,36957.53
2025-07-22,11939,79,244,10.06,12.63,223.26,3909,20,60.7,42792.49
2025-07-23,8691,229,566,9.46,5.76,305.65,4629,11,80.3,28376.38
2025-07-24,16339,58,487,17.37,7.76,178.16,4685,18,61.6,44506.42
2025-07-25,18169,117,499,6.22,14.91,178.1,4182,11,98.6,48998.57
2025-07-26,18717,208,583,16.43,9.08,418.95,3630,12,86.1,49119.1
2025-07-27,12282,165,337,11.41,6.96,382.12,2143,23,52.1,34853.2
2025-07-28,8244,208,306,9.18,4.55,149.77,5398,17,71.4,24652.23
2025-07-29,17099,144,424,12.38,5.34,426.05,3204,17,87.5,36981.87
2025-07-30,17323,68,609,9.32,4.12,581.91,5266,19,49.1,32774.2
2025-07-31,10842,162,381,14.05,11.19,387.68,4077,11,56.6,43742.99
2025-08-01,12873,237,497,8.5,10.5,473.54,2553,22,43.6,39788.6
2025-08-02,9260,71,384,17.74,3.54,467.08,4209,23,68.7,31993.96
2025-08-03,14155,217,272,11.98,3.16,140.8,5809,23,41.7,29454.76
2025-08-04,12155,115,520,15.09,11.69,346.3,3409,22,88.3,46713.83
2025-08-05,15452,64,723,13.88,4.99,112.34,4964,17,72.8,35948.72
2025-08-06,15825,265,327,17.95,4.81,525.8,3708,11,83.6,40329.91
2025-08-07,18878,129,555,14.08,6.69,518.77,2147,9,74.9,42853.71
2025-08-08,8662,273,322,6.23,14.09,262.91,3778,21,66.5,39969.66
2025-08-09,11789,247,595,9.85,10.98,378.29,3734,21,48.1,40946.64
2025-08-10,13675,194,509,18.78,10.8,151.72,2371,14,83.7,49341.82
2025-08-11,14010,255,242,5.0,11.55,278.3,2082,21,40.8,38515.37
2025-08-12,12054,81,450,17.35,13.79,376.56,3534,16,63.0,52300.29
2025-08-13,9985,222,707,8.39,7.68,340.02,4987,14,44.9,32263.04
2025-08-14,12078,103,543,11.07,4.05,132.91,5603,21,67.8,28762.88
2025-08-15,11966,107,636,9.59,7.83,436.25,5397,15,58.9,35084.27
2025-08-16,10994,210,330,16.08,11.0,159.78,4259,20,55.4,44795.39
2025-08-17,8242,295,301,6.39,12.36,436.85,5512,13,58.5,37108.19
2025-08-18,10158,230,242,7.94,4.51,581.74,5823,10,68.7,26036.2
2025-08-19,8298,126,336,6.29,3.68,152.74,2779,22,72.7,20408.89
2025-08-20,9802,203,241,17.3,3.5,349.06,3471,13,55.1,31706.15
2025-08-21,12837,162,419,18.47,12.72,391.57,5957,22,61.9,52192.07
2025-08-22,12362,152,516,19.95,11.41,485.22,4699,18,96.5,51164.38
2025-08-23,13540,95,799,18.86,14.7,516.6,5637,16,98.0,57571.2
2025-08-24,17290,273,504,15.14,6.69,285.01,4024,14,87.4,42142.34
2025-08-25,11569,77,566,10.18,12.79,333.36,4912,11,50.0,43759.82
2025-08-26,11618,79,547,19.97,8.42,277.36,5164,20,46.9,44569.15
2025-08-27,8946,151,706,14.9,8.3,424.12,2421,23,88.8,38439.96
2025-08-28,15657,56,477,7.03,5.37,190.26,3464,14,71.5,30346.35
2025-08-29,19569,279,712,7.44,11.11,119.04,2643,18,81.9,45029.16
2025-08-30,9283,50,270,13.93,13.46,388.49,5836,15,88.2,45980.71
2025-08-31,16947,172,482,13.89,4.78,186.04,3436,23,73.5,36781.76
2025-09-01,15354,80,459,14.22,9.28,259.56,5110,16,89.7,43801.61
2025-09-02,15837,71,402,16.87,13.99,279.9,5161,12,51.7,54978.95
2025-09-03,14396,50,582,18.13,14.65,188.58,2581,19,42.4,56184.08
2025-09-04,10645,68,300,11.34,14.95,105.25,4080,17,88.6,46830.73
2025-09-05,15797,143,354,10.13,13.49,106.45,3564,8,74.0,47613.24
2025-09-06,19380,64,686,10.71,3.65,399.73,3706,9,63.0,34563.63
2025-09-07,13540,235,563,5.73,12.85,513.17,2721,11,61.2,42273.7
2025-09-08,14748,265,221,8.27,14.22,333.06,4550,16,40.9,47007.58
2025-09-09,13882,193,611,11.23,3.17,339.17,2953,20,89.2,29651.62
2025-09-10,15620,264,396,16.46,9.28,213.39,5878,17,44.8,46219.42
2025-09-11,8924,172,586,7.77,5.43,293.35,5589,19,63.9,26321.53
2025-09-12,8588,142,346,18.25,6.25,197.08,2174,11,40.4,36193.8
2025-09-13,8556,185,215,13.49,13.54,378.94,5404,12,42.9,45305.88
2025-09-14,10062,120,425,7.78,9.5,422.79,4048,17,96.8,34485.18
2025-09-15,17837,249,568,6.16,5.04,163.47,3689,21,71.1,31301.0
2025-09-16,15080,213,370,15.36,11.75,123.49,5261,20,45.5,48835.93
2025-09-17,9819,195,514,5.06,11.05,420.91,3178,23,69.4,34968.82
2025-09-18,18971,274,267,7.66,4.18,578.36,2903,13,83.7,32558.93
2025-09-19,19695,280,628,8.55,4.16,189.52,2366,9,80.7,33656.62
2025-09-20,10038,94,569,9.98,12.38,318.53,5182,16,78.8,41590.8
2025-09-21,13266,84,508,15.31,14.54,465.12,3751,16,77.8,53149.56
2025-09-22,15082,168,639,16.99,7.01,465.44,3883,19,74.7,43040.2
2025-09-23,10962,77,452,7.72,14.49,545.07,2126,10,67.6,44410.18
2025-09-24,9366,103,727,14.49,12.23,597.04,4887,19,83.8,45843.46
2025-09-25,10261,134,284,19.87,5.5,277.72,2063,14,69.0,37742.76
2025-09-26,13014,145,357,19.08,7.2,221.9,3940,16,51.9,42368.31
2025-09-27,9882,94,665,6.04,12.93,227.27,3158,9,42.6,38859.6
2025-09-28,18586,183,546,15.42,9.81,498.12,5161,15,76.6,49483.47
2025-09-29,19440,136,300,18.68,3.73,447.01,3985,16,59.1,41470.0
2025-09-30,16488,183,530,9.28,11.82,111.97,3677,9,96.5,44853.31
2025-10-01,13622,166,554,5.91,3.37,457.21,3907,20,47.5,25139.4
2025-10-02,9058,239,200,7.94,3.27,530.83,2490,9,93.4,22724.1
2025-10-03,17953,270,224,16.25,13.96,386.06,5986,8,56.1,56480.72
2025-10-04,15915,153,638,10.77,8.23,397.02,4068,17,44.0,40119.88
2025-10-05,15016,97,690,6.32,5.06,359.04,4803,9,57.0,29542.44
2025-10-06,17971,174,528,14.07,7.65,531.74,4668,16,57.6,43904.99
2025-10-07,19472,65,342,7.31,13.63,329.26,2787,22,79.8,48707.52
2025-10-08,11841,142,724,5.28,11.83,204.2,2616,15,78.3,37975.33
2025-10-09,15533,58,316,5.01,13.84,112.31,3187,15,65.0,43174.39
2025-10-10,8548,123,707,16.37,12.12,256.3,5895,19,52.6,45827.2
2025-10-11,18023,113,686,6.26,7.63,286.97,4244,14,49.1,36427.3
2025-10-12,8798,227,382,6.96,11.06,464.65,4918,19,52.4,35799.76
2025-10-13,9605,244,298,11.41,10.74,472.61,2978,13,64.3,39794.98
2025-10-14,9490,175,566,18.82,12.74,512.61,5086,16,59.4,50424.27
2025-10-15,14326,63,666,19.34,7.52,269.62,3167,22,56.0,44778.45
2025-10-16,13810,121,791,17.13,13.51,251.23,2972,14,91.4,53464.4
2025-10-17,18785,85,717,15.35,14.34,441.27,3944,14,70.0,57697.4
2025-10-18,18570,75,582,6.8,6.74,501.2,3189,20,48.2,36019.39
2025-10-19,15769,225,220,15.24,5.83,571.79,4226,11,57.4,39503.06
2025-10-20,11797,108,526,6.98,11.46,470.99,3335,13,55.1,39006.55
2025-10-21,8378,180,436,5.8,11.61,337.74,5301,14,63.0,35079.82
2025-10-22,11624,172,497,13.23,5.27,460.19,4024,18,76.3,33420.69
2025-10-23,19695,182,759,17.44,11.51,152.7,2115,21,80.3,54816.07
2025-10-24,19516,110,614,7.13,6.65,169.62,3873,9,58.4,36236.43
2025-10-25,11569,128,278,19.42,11.15,415.69,5847,22,54.9,48898.72
2025-10-26,13068,154,687,10.9,4.67,105.36,2752,20,98.5,30855.23
2025-10-27,12174,285,533,10.16,9.25,320.33,3500,14,70.3,38243.54
2025-10-28,19004,202,749,5.95,7.76,337.0,3380,21,92.2,37637.67
2025-10-29,19357,142,539,11.33,12.42,197.86,5855,9,78.9,50276.48
2025-10-30,14768,220,472,9.15,3.55,565.41,3958,9,84.8,29561.0
2025-10-31,18832,280,524,8.89,3.02,288.21,5236,15,68.7,31245.31
2025-11-01,9449,234,464,13.31,9.16,240.7,4721,14,85.2,38229.03
2025-11-02,18490,159,729,15.84,5.78,452.78,5203,11,54.5,42711.51
2025-11-03,15450,220,258,14.32,11.62,155.3,2227,19,99.7,47867.93
2025-11-04,13583,83,798,16.25,6.29,412.33,5511,9,67.1,39834.68
2025-11-05,14256,278,370,15.13,9.11,530.72,2918,13,40.6,44374.44
2025-11-06,10809,147,270,12.25,14.84,477.28,2469,17,72.3,48649.75
2025-11-07,14637,98,251,17.94,6.2,367.33,4568,18,59.6,40942.22
2025-11-08,15465,228,397,10.06,12.93,100.3,5136,13,54.5,46541.5
2025-11-09,12631,177,630,7.77,8.14,130.71,5899,10,61.8,33934.65
2025-11-10,11605,252,411,17.12,11.85,368.52,3984,22,60.4,48534.66
2025-11-11,18641,296,321,9.47,6.84,182.14,3133,15,47.3,37879.2
2025-11-12,9910,196,768,6.06,13.91,195.06,2819,12,72.7,41021.73
2025-11-13,18148,114,378,12.15,11.85,169.5,5962,20,69.0,48557.98
2025-11-14,14681,129,264,17.55,9.03,107.19,5770,14,98.8,45150.93
2025-11-15,11398,157,361,10.66,7.72,372.28,2326,23,81.5,34811.58
2025-11-16,17225,227,324,11.71,12.96,427.36,4920,11,79.8,50194.23
2025-11-17,12846,294,257,6.31,7.53,306.76,3302,14,56.4,31699.63
2025-11-18,11918,93,226,10.28,3.52,189.55,2703,18,96.9,26478.24
2025-11-19,15996,179,766,17.44,9.1,410.12,5791,21,68.7,48080.31
2025-11-20,19810,128,778,7.88,4.75,569.03,5734,14,93.2,35086.93
2025-11-21,18271,80,793,18.86,12.84,380.93,3203,23,95.6,57720.04
2025-11-22,11081,120,289,13.95,12.77,291.06,5280,8,51.8,46183.37
2025-11-23,12078,219,255,13.8,9.31,479.66,2283,8,51.6,41274.78
2025-11-24,18426,291,641,7.7,4.32,541.84,5342,16,81.0,33059.22
